"Município(Res)";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"290515 Caetanos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"290520 Caetité";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2
"290540 Cairu";0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;5
"290550 Caldeirão Grande";0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;3
"290560 Camacan";0;0;0;0;0;2;0;1;0;0;2;1;0;1;0;3;1;11
"290570 Camaçari";3;3;4;1;3;3;4;3;4;4;3;9;6;12;11;6;10;89
"290580 Camamu";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"290590 Campo Alegre de Lourdes";0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;2;5
"290600 Campo Formoso";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4
"290620 Canarana";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
"290630 Canavieiras";0;0;0;0;0;0;0;0;0;2;6;4;4;1;0;2;1;20
"290640 Candeal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"290650 Candeias";2;0;0;0;2;2;2;6;3;1;3;5;3;4;7;7;0;47
"290670 Cândido Sales";0;0;0;1;0;0;1;0;0;0;0;0;0;1;2;0;0;5
"290680 Cansanção";0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;1;5
"290682 Canudos";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"290685 Capela do Alto Alegre";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"290687 Capim Grosso";0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;6
"290689 Caraíbas";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"290690 Caravelas";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3
"290710 Carinhanha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"290720 Casa Nova";0;0;0;0;0;2;0;0;0;1;1;0;2;0;0;1;0;7
"290730 Castro Alves";1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4
"290750 Catu";0;0;1;1;0;1;1;1;0;0;1;2;1;0;0;1;0;10
"290755 Caturama";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"290760 Central";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3
"290770 Chorrochó";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"290780 Cícero Dantas";0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;5
"290790 Cipó";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;5
"290800 Coaraci";0;0;1;0;1;0;0;1;0;2;0;0;0;1;1;0;2;9
"290810 Cocos";0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3
"290820 Conceição da Feira";0;0;0;0;0;1;1;0;0;0;1;0;2;2;0;1;0;8
"290830 Conceição do Almeida";1;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;5
"290840 Conceição do Coité";1;0;0;1;0;1;0;1;2;1;1;0;1;1;4;1;0;15
"290850 Conceição do Jacuípe";0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4
"290860 Conde";0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;5
"290890 Coração de Maria";0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;3
"290910 Coribe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"290920 Coronel João Sá";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
"290930 Correntina";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3
"290970 Cristópolis";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"290980 Cruz das Almas";1;0;0;1;1;0;0;3;0;2;0;1;0;2;0;2;0;13
"290990 Curaçá";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"291000 Dário Meira";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2
"291005 Dias d'Ávila";0;3;1;1;1;1;1;3;3;3;2;1;5;4;3;4;5;41
"291030 Elísio Medrado";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"291040 Encruzilhada";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"291050 Entre Rios";0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;6
"290050 Érico Cardoso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"291060 Esplanada";0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;3
"291070 Euclides da Cunha";0;2;0;0;2;0;0;0;0;2;0;0;1;0;2;1;0;10
"291072 Eunápolis";1;0;1;3;1;7;4;3;4;5;12;9;12;5;10;7;12;96
"291075 Fátima";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"291080 Feira de Santana";6;9;19;8;19;20;13;19;17;16;17;21;21;23;23;24;24;299
"291085 Filadélfia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"291100 Floresta Azul";0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;1;6
"291120 Gandu";0;0;1;0;1;0;0;1;1;0;0;0;0;0;4;0;1;9
"291140 Glória";0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;5
"291160 Governador Mangabeira";0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;3
"291165 Guajeru";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"291170 Guanambi";0;0;0;0;1;0;0;0;0;0;0;2;0;2;1;0;0;6
"291180 Guaratinga";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
"291190 Iaçu";0;0;3;0;0;0;1;1;1;0;0;3;1;0;2;1;3;16
"291210 Ibicaraí";1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;5
"291220 Ibicoara";0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;3
"291230 Ibicuí";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
"291240 Ibipeba";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
"291270 Ibirapitanga";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;4
"291280 Ibirapuã";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"291290 Ibirataia";0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;4
"291300 Ibitiara";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
"291320 Ibotirama";1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3
"291340 Igaporã";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"291345 Igrapiúna";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
"291350 Iguaí";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"291360 Ilhéus";7;6;7;8;7;9;9;10;13;10;12;17;11;7;16;12;9;170
"291370 Inhambupe";1;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;1;6
"291380 Ipecaetá";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"291390 Ipiaú";0;0;0;0;1;0;1;1;0;0;2;1;1;1;3;2;1;14
"291400 Ipirá";0;0;0;0;0;0;1;0;2;2;1;2;1;1;2;5;3;20
"291430 Iramaia";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
"291440 Iraquara";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
"291450 Irará";0;0;0;2;0;0;0;0;0;0;0;1;1;0;2;0;0;6
"291460 Irecê";0;0;0;1;0;0;0;2;0;1;0;0;0;2;0;1;2;9
"291465 Itabela";0;1;0;0;1;0;3;0;0;0;0;2;3;5;0;4;1;20
"291470 Itaberaba";1;0;1;0;0;0;1;3;1;3;2;0;1;4;0;1;0;18
"291480 Itabuna";7;6;12;10;4;5;9;7;5;10;12;13;11;12;14;14;12;163
"291490 Itacaré";0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;2;5
"291500 Itaeté";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"291510 Itagi";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;0;7
"291520 Itagibá";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
"291530 Itagimirim";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;4
"291540 Itaju do Colônia";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"291550 Itajuípe";0;0;0;0;0;1;0;1;1;2;1;2;0;3;0;0;1;12
"291560 Itamaraju";1;0;0;2;0;1;3;4;3;1;2;3;4;3;6;4;3;40
"291580 Itambé";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;4
"291600 Itanhém";0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;5
"291610 Itaparica";1;1;1;0;2;1;1;0;1;0;1;2;0;1;3;2;1;18
"291620 Itapé";0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;5
"291630 Itapebi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;6
"291640 Itapetinga";0;0;0;0;0;1;1;0;1;2;0;3;2;3;2;0;3;18
"291650 Itapicuru";0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3
"291670 Itaquara";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"291680 Itarantim";0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3
"291685 Itatim";0;0;0;0;0;0;0;1;1;2;1;0;1;0;0;1;0;7
"291690 Itiruçu";0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;4
"291700 Itiúba";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
"291710 Itororó";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;4
"291720 Ituaçu";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"291730 Ituberá";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
"291735 Jaborandi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
"291750 Jacobina";1;0;0;0;1;1;0;1;0;1;2;1;0;0;2;1;1;12
"291760 Jaguaquara";0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;1;0;6
"291770 Jaguarari";0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;4
"291780 Jaguaripe";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;3
"291790 Jandaíra";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"291800 Jequié";4;2;4;2;5;4;5;1;4;8;4;6;6;6;5;4;2;72
"291810 Jeremoabo";0;0;1;0;0;1;2;0;1;0;1;0;1;0;0;0;0;7
"291820 Jiquiriçá";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"291830 Jitaúna";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"291835 João Dourado";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"291840 Juazeiro";3;5;2;8;10;4;8;7;3;5;3;7;12;8;14;12;9;120
"291845 Jucuruçu";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"291850 Jussara";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"291855 Jussari";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3
"291880 Laje";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;4
"291890 Lajedão";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"291905 Lajedo do Tabocal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
"291910 Lamarão";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"291915 Lapão";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"291920 Lauro de Freitas";0;0;8;4;6;4;5;8;5;7;12;11;13;14;6;12;6;121
"291930 Lençóis";0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;5
"291940 Licínio de Almeida";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"291950 Livramento de Nossa Senhora";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"291955 Luís Eduardo Magalhães";0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;4
"291960 Macajuba";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3
"291980 Macaúbas";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"291992 Madre de Deus";0;0;1;2;0;0;1;0;0;2;1;1;0;1;4;1;4;18
"292000 Maiquinique";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"292010 Mairi";0;0;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;5
"292020 Malhada";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"292040 Manoel Vitorino";0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;3
"292045 Mansidão";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"292050 Maracás";0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;2;0;7
"292060 Maragogipe";1;3;1;1;1;0;1;2;0;0;0;0;1;2;2;1;1;17
"292070 Maraú";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;3
"292090 Mascote";0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;2;6
"292100 Mata de São João";0;0;1;0;0;3;0;0;2;0;2;2;1;0;0;0;1;12
"292110 Medeiros Neto";0;0;0;0;2;0;0;0;0;0;1;0;0;2;1;0;2;8
"292120 Miguel Calmon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"292130 Milagres";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"292140 Mirangaba";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"292145 Mirante";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"292150 Monte Santo";0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;4
"292170 Morro do Chapéu";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;3
"292180 Mortugaba";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
"292190 Mucugê";0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;3
"292200 Mucuri";0;0;0;0;1;1;2;0;0;0;0;0;2;2;2;3;2;15
"292210 Mundo Novo";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;3
"292220 Muniz Ferreira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"292230 Muritiba";1;0;0;0;0;2;3;3;0;2;1;1;1;0;2;1;0;17
"292240 Mutuípe";1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3
"292250 Nazaré";0;0;1;0;0;0;1;1;2;0;0;1;1;2;0;1;1;11
"292260 Nilo Peçanha";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"292265 Nordestina";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"292273 Nova Fátima";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3
"292280 Nova Itarana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"292285 Nova Redenção";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"292290 Nova Soure";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
"292300 Nova Viçosa";1;0;0;0;0;1;0;0;0;2;1;0;2;2;1;2;2;14
"292310 Olindina";0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;4
"292320 Oliveira dos Brejinhos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"292330 Ouriçangas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"292335 Ourolândia";0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;3
"292340 Palmas de Monte Alto";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"292350 Palmeiras";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"292360 Paramirim";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
"292370 Paratinga";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3
"292380 Paripiranga";0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;4
"292390 Pau Brasil";0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;1;5
"292400 Paulo Afonso";0;1;1;3;4;2;0;2;7;3;0;3;2;3;0;2;2;35
"292410 Pedrão";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"292420 Pedro Alexandre";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"292430 Piatã";0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;4
"292440 Pilão Arcado";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"292450 Pindaí";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"292460 Pindobaçu";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
"292465 Pintadas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"292470 Piripá";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"292480 Piritiba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"292490 Planaltino";0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;3
"292500 Planalto";0;0;0;0;0;0;0;1;3;0;0;1;0;0;1;0;1;7
"292510 Poções";0;0;0;0;0;1;2;1;0;0;0;1;1;1;0;2;0;9
"292520 Pojuca";0;0;1;0;0;0;0;0;1;1;3;0;1;2;0;0;0;9
"292525 Ponto Novo";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"292530 Porto Seguro";1;1;3;0;0;3;4;5;8;8;10;6;8;9;10;9;9;94
"292540 Potiraguá";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"292550 Prado";0;1;0;0;1;0;1;0;0;2;2;4;2;4;3;2;2;24
"292560 Presidente Dutra";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"292575 Presidente Tancredo Neves";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"292580 Queimadas";0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;3
"292593 Quixabeira";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"292595 Rafael Jambeiro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3
"292600 Remanso";0;0;0;0;1;1;1;2;3;7;6;3;2;3;5;1;1;36
"292610 Retirolândia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"292620 Riachão das Neves";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;4
"292630 Riachão do Jacuípe";1;3;0;1;1;0;0;1;0;0;1;1;2;0;0;1;1;13
"292640 Riacho de Santana";0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;3
"292650 Ribeira do Amparo";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;3
"292660 Ribeira do Pombal";1;0;0;0;1;0;0;2;1;0;1;1;3;0;0;3;0;13
"292670 Rio de Contas";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"292680 Rio do Antônio";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"292690 Rio do Pires";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"292700 Rio Real";0;1;1;0;0;1;0;1;0;2;1;2;0;1;0;1;1;12
"292720 Ruy Barbosa";0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;1;0;5
"292730 Salinas da Margarida";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2
"292740 Salvador";213;196;165;209;183;179;169;176;166;176;190;202;219;200;225;262;219;3349
"292750 Santa Bárbara";0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;3;0;8
"292760 Santa Brígida";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"292770 Santa Cruz Cabrália";1;0;1;0;0;0;0;1;0;2;1;1;0;2;0;1;1;11
"292780 Santa Cruz da Vitória";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"292790 Santa Inês";0;0;0;1;0;0;2;0;0;0;1;0;0;0;1;0;0;5
"292805 Santa Luzia";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;4
"292810 Santa Maria da Vitória";1;0;0;0;0;0;2;0;0;0;0;1;0;1;0;1;0;6
"292840 Santa Rita de Cássia";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;4
"292800 Santaluz";0;0;1;2;0;1;1;1;0;1;0;0;1;1;0;1;1;11
"292820 Santana";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3
"292860 Santo Amaro";0;0;1;1;1;1;1;3;2;1;1;2;1;1;1;3;0;20
"292870 Santo Antônio de Jesus";0;2;0;1;2;0;1;0;1;0;1;6;0;3;3;5;8;33
"292880 Santo Estêvão";2;4;2;0;0;0;2;1;2;1;3;1;1;4;5;0;4;32
"292890 São Desidério";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;3;6
"292895 São Domingos";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"292910 São Felipe";2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;4
"292900 São Félix";0;1;0;0;0;0;0;0;1;1;2;0;3;0;1;1;1;11
"292905 São Félix do Coribe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"292920 São Francisco do Conde";0;2;0;0;1;0;1;1;0;1;1;1;0;4;3;1;1;17
"292925 São Gabriel";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"292930 São Gonçalo dos Campos";2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;4
"292935 São José da Vitória";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2
"292940 São Miguel das Matas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"292950 São Sebastião do Passé";1;0;0;1;1;1;0;1;1;0;1;1;0;0;2;0;2;12
"292960 Sapeaçu";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;3
"292975 Saubara";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"292980 Saúde";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"292990 Seabra";0;0;0;0;0;0;1;0;0;0;1;1;2;2;0;1;1;9
"293000 Sebastião Laranjeiras";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"293010 Senhor do Bonfim";0;2;0;0;0;2;1;5;6;1;1;5;3;6;4;4;6;46
"293020 Sento Sé";0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;2;6
"293015 Serra do Ramalho";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"293050 Serrinha";0;2;1;1;0;0;0;2;2;1;4;2;1;3;1;4;3;27
"293060 Serrolândia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"293070 Simões Filho";3;1;1;1;0;4;0;3;5;8;6;5;8;5;7;12;8;77
"293075 Sítio do Mato";0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;4
"293076 Sítio do Quinto";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"293077 Sobradinho";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"293100 Tanhaçu";0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;3
"293105 Tanque Novo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
"293110 Tanquinho";0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;5
"293120 Taperoá";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3
"293130 Tapiramutá";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"293135 Teixeira de Freitas";2;2;2;0;2;1;2;6;3;4;3;7;11;6;8;13;8;80
"293140 Teodoro Sampaio";0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3
"293150 Teofilândia";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;3
"293160 Teolândia";0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;4
"293170 Terra Nova";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2
"293180 Tremedal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"293190 Tucano";0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;4
"293200 Uauá";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"293210 Ubaíra";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;4
"293220 Ubaitaba";0;1;0;3;0;0;1;1;0;0;1;0;1;0;1;0;0;9
"293230 Ubatã";1;0;0;0;0;0;0;0;0;1;0;0;0;2;3;1;0;8
"293240 Uibaí";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;3
"293245 Umburanas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"293250 Una";0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;2;0;7
"293260 Urandi";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"293270 Uruçuca";1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;9
"293280 Utinga";0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;4
"293290 Valença";3;0;3;1;5;1;3;2;3;1;2;4;4;7;4;2;2;47
"293300 Valente";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;4
"293315 Várzea Nova";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"293317 Varzedo";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"293320 Vera Cruz";0;2;0;1;1;0;0;0;1;1;3;1;2;4;2;1;2;21
"293330 Vitória da Conquista";3;6;4;4;6;10;7;12;10;4;8;11;8;6;4;6;4;113
"293350 Wenceslau Guimarães";0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;5
"293360 Xique-Xique";0;0;0;0;0;1;0;0;2;0;0;1;1;0;0;0;0;5
"290000 Município ignorado - BA";4;7;7;7;10;37;33;13;5;9;4;4;6;7;5;6;4;168
"310010 Abadia dos Dourados";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"310020 Abaeté";0;0;0;0;0;0;1;0;0;1;0;1;5;4;0;2;3;17
"310030 Abre Campo";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"310040 Acaiaca";0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;4
"310050 Açucena";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2
"310060 Água Boa";0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;3
"310070 Água Comprida";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"310080 Aguanil";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
